NumFloors,YearBuilt,,Year,Median
1,1930,,,
1,1930,,,
1,1930,,,
1,1930,,,
1,1930,,,
1,1930,,,
1,1930,,,
1,1930,,,
1,1930,,,
1,1930,,,
1,1930,,,
1,1931,,,
1,1931,,,
1,1931,,,
1,1931,,,
1,1931,,,
1,1931,,,
1,1932,,,
1,1932,,,
1,1932,,,
1,1932,,,
1,1933,,,
1,1934,,,
1,1935,,,
1,1935,,,
1,1935,,,
1,1935,,,
1,1935,,,
1,1935,,,
1,1935,,,
1,1935,,,
1,1935,,,
1,1935,,,
1,1935,,,
1,1935,,,
1,1935,,,
1,1936,,,
1,1936,,,
1,1936,,,
1,1936,,,
1,1936,,,
1,1937,,,
1,1937,,,
1,1937,,,
1,1937,,,
1,1937,,,
1,1937,,,
1,1938,,,
1,1938,,,
1,1938,,,
1,1938,,,
1,1938,,,
1,1938,,,
1,1939,,,
1,1939,,,
1,1939,,,
1,1939,,,
1,1939,,,
1,1939,,,
1,1939,,,
1,1940,,,
1,1940,,,
1,1940,,,
1,1940,,,
1,1940,,,
1,1940,,,
1,1940,,,
1,1940,,,
1,1940,,,
1,1940,,,
1,1940,,,
1,1940,,,
1,1940,,,
1,1940,,,
1,1940,,,
1,1940,,,
1,1940,,,
1,1940,,,
1,1940,,,
1,1940,,,
1,1940,,,
1,1940,,,
1,1940,,,
1,1940,,,
1,1940,,,
1,1940,,,
1,1940,,,
1,1940,,,
1,1940,,,
1,1940,,,
1,1940,,,
1,1940,,,
1,1940,,,
1,1940,,,
1,1940,,,
1,1940,,,
1,1940,,,
1,1940,,,
1,1941,,,
1,1942,,,
1,1942,,,
1,1942,,,
1,1943,,,
1,1944,,,
1,1945,,,
1,1945,,,
1,1945,,,
1,1945,,,
1,1945,,,
1,1946,,,
1,1946,,,
1,1946,,,
1,1946,,,
1,1946,,,
1,1946,,,
1,1946,,,
1,1947,,,
1,1947,,,
1,1947,,,
1,1947,,,
1,1947,,,
1,1948,,,
1,1948,,,
1,1948,,,
1,1948,,,
1,1948,,,
1,1948,,,
1,1948,,,
1,1949,,,
1,1949,,,
1,1949,,,
1,1949,,,
1,1949,,,
1,1949,,,
1,1949,,,
1,1950,,,
1,1950,,,
1,1950,,,
1,1950,,,
1,1950,,,
1,1950,,,
1,1950,,,
1,1950,,,
1,1950,,,
1,1950,,,
1,1950,,,
1,1950,,,
1,1950,,,
1,1950,,,
1,1950,,,
1,1950,,,
1,1950,,,
1,1950,,,
1,1950,,,
1,1950,,,
1,1950,,,
1,1950,,,
1,1950,,,
1,1950,,,
1,1950,,,
1,1950,,,
1,1950,,,
1,1950,,,
1,1950,,,
1,1950,,,
1,1950,,,
1,1950,,,
1,1950,,,
1,1950,,,
1,1950,,,
1,1950,,,
1,1950,,,
1,1950,,,
1,1950,,,
1,1950,,,
1,1950,,,
1,1950,,,
1,1950,,,
1,1950,,,
1,1951,,,
1,1951,,,
1,1951,,,
1,1951,,,
1,1951,,,
1,1951,,,
1,1951,,,
1,1951,,,
1,1951,,,
1,1951,,,
1,1951,,,
1,1951,,,
1,1951,,,
1,1951,,,
1,1951,,,
1,1951,,,
1,1951,,,
1,1952,,,
1,1952,,,
1,1952,,,
1,1952,,,
1,1952,,,
1,1952,,,
1,1953,,,
1,1953,,,
1,1953,,,
1,1953,,,
1,1953,,,
1,1954,,,
1,1954,,,
1,1954,,,
1,1954,,,
1,1954,,,
1,1954,,,
1,1954,,,
1,1954,,,
1,1954,,,
1,1954,,,
1,1955,,,
1,1955,,,
1,1955,,,
1,1955,,,
1,1955,,,
1,1955,,,
1,1955,,,
1,1955,,,
1,1955,,,
1,1955,,,
1,1956,,,
1,1956,,,
1,1956,,,
1,1956,,,
1,1956,,,
1,1956,,,
1,1956,,,
1,1956,,,
1,1956,,,
1,1956,,,
1,1956,,,
1,1957,,,
1,1957,,,
1,1957,,,
1,1957,,,
1,1957,,,
1,1957,,,
1,1957,,,
1,1957,,,
1,1957,,,
1,1957,,,
1,1957,,,
1,1958,,,
1,1958,,,
1,1958,,,
1,1958,,,
1,1958,,,
1,1958,,,
1,1958,,,
1,1958,,,
1,1959,,,
1,1959,,,
1,1959,,,
1,1959,,,
1,1959,,,
1,1959,,,
1,1959,,,
1,1960,,,
1,1960,,,
1,1960,,,
1,1960,,,
1,1960,,,
1,1960,,,
1,1960,,,
1,1960,,,
1,1960,,,
1,1960,,,
1,1960,,,
1,1960,,,
1,1960,,,
1,1960,,,
1,1960,,,
1,1960,,,
1,1960,,,
1,1960,,,
1,1960,,,
1,1960,,,
1,1960,,,
1,1960,,,
1,1960,,,
1,1960,,,
1,1960,,,
1,1960,,,
1,1960,,,
1,1960,,,
1,1960,,,
1,1960,,,
1,1960,,,
1,1960,,,
1,1960,,,
1,1961,,,
1,1961,,,
1,1961,,,
1,1961,,,
1,1961,,,
1,1961,,,
1,1962,,,
1,1962,,,
1,1962,,,
1,1962,,,
1,1962,,,
1,1962,,,
1,1963,,,
1,1963,,,
1,1963,,,
1,1963,,,
1,1963,,,
1,1963,,,
1,1963,,,
1,1964,,,
1,1964,,,
1,1964,,,
1,1964,,,
1,1964,,,
1,1964,,,
1,1964,,,
1,1964,,,
1,1964,,,
1,1964,,,
1,1965,,,
1,1965,,,
1,1965,,,
1,1965,,,
1,1965,,,
1,1965,,,
1,1965,,,
1,1965,,,
1,1965,,,
1,1965,,,
1,1965,,,
1,1965,,,
1,1965,,,
1,1965,,,
1,1965,,,
1,1965,,,
1,1965,,,
1,1966,,,
1,1966,,,
1,1966,,,
1,1966,,,
1,1966,,,
1,1966,,,
1,1967,,,
1,1967,,,
1,1967,,,
1,1967,,,
1,1967,,,
1,1967,,,
1,1968,,,
1,1968,,,
1,1968,,,
1,1968,,,
1,1968,,,
1,1969,,,
1,1969,,,
1,1969,,,
1,1969,,,
1,1969,,,
1,1969,,,
1,1969,,,
1,1969,,,
1,1970,,,
1,1970,,,
1,1970,,,
1,1970,,,
1,1970,,,
1,1970,,,
1,1970,,,
1,1970,,,
1,1970,,,
1,1970,,,
1,1970,,,
1,1970,,,
1,1970,,,
1,1970,,,
1,1970,,,
1,1970,,,
1,1970,,,
1,1970,,,
1,1970,,,
1,1970,,,
1,1970,,,
1,1971,,,
1,1971,,,
1,1971,,,
1,1971,,,
1,1971,,,
1,1972,,,
1,1972,,,
1,1972,,,
1,1972,,,
1,1973,,,
1,1973,,,
1,1973,,,
1,1973,,,
1,1973,,,
1,1974,,,
1,1974,,,
1,1974,,,
1,1974,,,
1,1974,,,
1,1974,,,
1,1974,,,
1,1975,,,
1,1975,,,
1,1975,,,
1,1975,,,
1,1975,,,
1,1975,,,
1,1975,,,
1,1975,,,
1,1975,,,
1,1975,,,
1,1976,,,
1,1976,,,
1,1976,,,
1,1976,,,
1,1977,,,
1,1977,,,
1,1977,,,
1,1977,,,
1,1978,,,
1,1978,,,
1,1978,,,
1,1978,,,
1,1978,,,
1,1978,,,
1,1978,,,
1,1978,,,
1,1980,,,
1,1980,,,
1,1980,,,
1,1980,,,
1,1980,,,
1,1980,,,
1,1980,,,
1,1980,,,
1,1981,,,
1,1982,,,
1,1982,,,
1,1982,,,
1,1982,,,
1,1983,,,
1,1983,,,
1,1983,,,
1,1984,,,
1,1984,,,
1,1984,,,
1,1985,,,
1,1985,,,
1,1986,,,
1,1987,,,
1,1987,,,
1,1987,,,
1,1987,,,
1,1988,,,
1,1988,,,
1,1988,,,
1,1989,,,
1,1990,,,
1,1990,,,
1,1990,,,
1,1990,,,
1,1992,,,
1,1992,,,
1,1992,,,
1,1992,,,
1,1992,,,
1,1992,,,
1,1992,,,
1,1993,,,
1,1993,,,
1,1993,,,
1,1993,,,
1,1994,,,
1,1994,,,
1,1994,,,
1,1994,,,
1,1994,,,
1,1995,,,
1,1995,,,
1,1995,,,
1,1995,,,
1,1996,,,
1,1996,,,
1,1996,,,
1,1996,,,
1,1997,,,
1,1997,,,
1,1997,,,
1,1998,,,
1,1998,,,
1,1998,,,
1,1998,,,
1,1998,,,
1,1999,,,
1,1999,,,
1,1999,,,
1,1999,,,
1,1999,,,
1,1999,,,
1,2000,,,
1,2000,,,
1,2000,,,
1,2000,,,
1,2001,,,
1,2001,,,
1,2002,,,
1,2002,,,
1,2002,,,
1,2002,,,
1,2002,,,
1,2002,,,
1,2003,,,
1,2003,,,
1,2004,,,
1,2004,,,
1,2005,,,
1,2005,,,
1,2005,,,
1,2005,,,
1,2005,,,
1,2006,,,
1,2006,,,
1,2007,,,
1,2007,,,
1,2007,,,
1,2008,,,
1,2008,,,
1,2008,,,
1,2008,,,
1,2008,,,
1,2009,,,
1,2010,,,
1,2011,,,
1,2012,,,
1,2012,,,
1,2012,,,
1,2012,,,
1,2013,,,
1,2013,,,
1,2013,,,
1,2013,,,
1,2013,,,
1,2013,,,
1,2013,,,
1,2014,,,
1,2014,,,
1,2015,,,
1,2015,,,
1,2015,,,
1,2015,,,
1,2015,,,
1.15,1946,,,
1.5,1899,,,
1.5,1899,,,
1.5,1899,,,
1.5,1915,,,
1.5,1920,,,
1.5,1920,,,
1.5,1920,,,
1.5,1920,,,
1.5,1925,,,
1.5,1930,,,
1.5,1938,,,
1.5,1940,,,
1.5,1946,,,
1.5,1946,,,
1.5,1958,,,
1.5,1963,,,
1.5,1989,,,
1.5,1989,,,
1.5,1998,,,
1.67,1910,,,
1.75,1920,,,
1.75,1999,,,
2,1801,,,
2,1805,,,
2,1830,,,
2,1846,,,
2,1850,,,
2,1850,,,
2,1852,,,
2,1870,,,
2,1871,,,
2,1880,,,
2,1880,,,
2,1882,,,
2,1885,,,
2,1885,,,
2,1890,,,
2,1890,,,
2,1890,,,
2,1890,,,
2,1890,,,
2,1895,,,
2,1895,,,
2,1895,,,
2,1896,,,
2,1897,,,
2,1898,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1899,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1900,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1901,,,
2,1902,,,
2,1904,,,
2,1904,,,
2,1905,,,
2,1905,,,
2,1905,,,
2,1905,,,
2,1905,,,
2,1905,,,
2,1905,,,
2,1906,,,
2,1906,,,
2,1907,,,
2,1907,,,
2,1907,,,
2,1908,,,
2,1908,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1910,,,
2,1911,,,
2,1912,,,
2,1912,,,
2,1912,,,
2,1912,,,
2,1913,,,
2,1913,,,
2,1913,,,
2,1913,,,
2,1914,,,
2,1914,,,
2,1914,,,
2,1914,,,
2,1914,,,
2,1914,,,
2,1914,,,
2,1914,,,
2,1914,,,
2,1915,,,
2,1915,,,
2,1915,,,
2,1915,,,
2,1915,,,
2,1915,,,
2,1915,,,
2,1915,,,
2,1915,,,
2,1915,,,
2,1915,,,
2,1915,,,
2,1915,,,
2,1915,,,
2,1915,,,
